asin,date,forecast
B0036DYUV8,2026-03-15,0.34098830993018886
B0036DYUV8,2026-03-16,0.3590088860446548
B0036DYUV8,2026-03-17,0.3073409552202388
B0036DYUV8,2026-03-18,0.33098311628302435
B0036DYUV8,2026-03-19,0.3211825870949439
B0036DYUV8,2026-03-20,0.32439821723456724
B0036DYUV8,2026-03-21,0.3240058292143243
B0036DYUV8,2026-03-22,0.3815954814223076
B0036DYUV8,2026-03-23,0.37123480124849423
B0036DYUV8,2026-03-24,0.3371101820540548
B0036DYUV8,2026-03-25,0.3623057870425616
B0036DYUV8,2026-03-26,0.3800777215201709
B0036DYUV8,2026-03-27,0.38402748929706887
B0036DYUV8,2026-03-28,0.3816712081879926
B0036DYUV8,2026-03-29,0.38306390903044124
B0036DYUV8,2026-03-30,0.4093829126094497
B0036DYUV8,2026-03-31,0.34263857152611493
B0036DYUZO,2026-03-02,0.09605465132289262
B0036DYUZO,2026-03-03,0.14901159736409603
B0036DYUZO,2026-03-04,0.13706195949425692
B0036DYUZO,2026-03-05,0.14808651109284096
B0036DYUZO,2026-03-06,0.15831047152055228
B0036DYUZO,2026-03-07,0.169873505222574
B0036DYUZO,2026-03-08,0.16680837401025359
B0036DYUZO,2026-03-09,0.18858455632117543
B0036DYUZO,2026-03-10,0.2023150100608471
B0036DYUZO,2026-03-11,0.18262619739923622
B0036DYUZO,2026-03-12,0.19408322449241075
B0036DYUZO,2026-03-13,0.20354652963757888
B0036DYUZO,2026-03-14,0.2148158936114008
B0036DYUZO,2026-03-15,0.20967572209205318
B0036DYUZO,2026-03-16,0.23329792871798422
B0036DYUZO,2026-03-17,0.2383300315961522
B0036DYUZO,2026-03-18,0.2243012385683779
B0036DYUZO,2026-03-19,0.21664632545186222
B0036DYUZO,2026-03-20,0.21674891781794453
B0036DYUZO,2026-03-21,0.22040836201382816
B0036DYUZO,2026-03-22,0.2196741327659813
B0036DYUZO,2026-03-23,0.23621992642038153
B0036DYUZO,2026-03-24,0.2418739562346419
B0036DYUZO,2026-03-25,0.23125334757491464
B0036DYUZO,2026-03-26,0.2198307844161376
B0036DYUZO,2026-03-27,0.21913994103834306
B0036DYUZO,2026-03-28,0.22001870704767063
B0036DYUZO,2026-03-29,0.229407042096823
B0036DYUZO,2026-03-30,0.23771155403959376
B0036DYUZO,2026-03-31,0.2555173461648018
B003CGV788,2026-03-02,9.020361063587949
B003CGV788,2026-03-03,8.000242796767077
B003CGV788,2026-03-04,7.677527004190452
B003CGV788,2026-03-05,7.649997162797775
B003CGV788,2026-03-06,7.176646067154772
B003CGV788,2026-03-07,7.372281147618997
B003CGV788,2026-03-08,7.246583738827135
B003CGV788,2026-03-09,7.182096185408382
B003CGV788,2026-03-10,6.802438421979287
B003CGV788,2026-03-11,6.582776331751542
B003CGV788,2026-03-12,6.510080437480672
B003CGV788,2026-03-13,6.343523101630351
B003CGV788,2026-03-14,6.366962570429874
B003CGV788,2026-03-15,6.170073427045241
B003CGV788,2026-03-16,5.982347957435123
B003CGV788,2026-03-17,5.757305488898425
B003CGV788,2026-03-18,5.119127310197051
B003CGV788,2026-03-19,5.184534352189511
B003CGV788,2026-03-20,5.105670020433192
B003CGV788,2026-03-21,5.173641610553659
B003CGV788,2026-03-22,5.065685181385703
B003CGV788,2026-03-23,5.327085632471101
B003CGV788,2026-03-24,5.436442437915472
B003CGV788,2026-03-25,5.070224039510448
B003CGV788,2026-03-26,5.192802436357704
B003CGV788,2026-03-27,4.855418880843232
B003CGV788,2026-03-28,5.089270653381499
B003CGV788,2026-03-29,4.866846642532344
B003CGV788,2026-03-30,4.873175476221296
B003CGV788,2026-03-31,4.776918287730837
B003CH2LYG,2026-03-02,1.0424004906556934
B003CH2LYG,2026-03-03,1.1376184404934886
B003CH2LYG,2026-03-04,1.1167193094000756
B003CH2LYG,2026-03-05,1.0324090112012845
B003CH2LYG,2026-03-06,0.9446566281452514
B003CH2LYG,2026-03-07,1.0144847252703981
B003CH2LYG,2026-03-08,1.1004655076295957
B003CH2LYG,2026-03-09,0.9605920751825296
B003CH2LYG,2026-03-10,0.9022769272878017
B003CH2LYG,2026-03-11,0.884546895593117
B003CH2LYG,2026-03-12,0.7460399226457527
B003CH2LYG,2026-03-13,0.9130199744487275
B003CH2LYG,2026-03-14,0.77544288158585
B003CH2LYG,2026-03-15,0.8478785527833665
B003CH2LYG,2026-03-16,0.7727536789512356
B003CH2LYG,2026-03-17,0.7588859430962989
B003CH2LYG,2026-03-18,0.8171965284588695
B003CH2LYG,2026-03-19,0.7540933748748734
B003CH2LYG,2026-03-20,0.5931153982121014
B003CH2LYG,2026-03-21,0.6730579907648313
B003CH2LYG,2026-03-22,0.9168374998852232
B003CH2LYG,2026-03-23,0.791571491088524
B003CH2LYG,2026-03-24,1.023692366431929
B003CH2LYG,2026-03-25,1.2885201159907866
B003CH2LYG,2026-03-26,1.0806881187518855
B003CH2LYG,2026-03-27,0.9515940885759953
B003CH2LYG,2026-03-28,0.8756195026517072
B003CH2LYG,2026-03-29,0.9787721901800108
B003CH2LYG,2026-03-30,0.9834688933774487
B003CH2LYG,2026-03-31,0.840755220763152
B003CH2QFU,2026-03-02,0.2191145129509652
B003CH2QFU,2026-03-03,0.21434177720468842
B003CH2QFU,2026-03-04,0.22997876372702455
B003CH2QFU,2026-03-05,0.15408248503750496
B003CH2QFU,2026-03-06,0.1661486504787639
B003CH2QFU,2026-03-07,0.16766701471442635
B003CH2QFU,2026-03-08,0.17234689507869036
B003CH2QFU,2026-03-09,0.2935142142402417
B003CH2QFU,2026-03-10,0.24898226816635396
B003CH2QFU,2026-03-11,0.25728194630298756
B003CH2QFU,2026-03-12,0.2037652412056894
B003CH2QFU,2026-03-13,0.2135611274962803
B003CH2QFU,2026-03-14,0.21879293370638947
B003CH2QFU,2026-03-15,0.22859397238033533
B003CH2QFU,2026-03-16,0.32272063470039686
B003CH2QFU,2026-03-17,0.27235904331055744
B003CH2QFU,2026-03-18,0.2759336152221854
B003CH2QFU,2026-03-19,0.22901834661607512
B003CH2QFU,2026-03-20,0.22348171373763534
B003CH2QFU,2026-03-21,0.22423369445107094
B003CH2QFU,2026-03-22,0.22128433308595266
B003CH2QFU,2026-03-23,0.31410067456885693
B003CH2QFU,2026-03-24,0.28927754126733485
B003CH2QFU,2026-03-25,0.29589993168977274
B003CH2QFU,2026-03-26,0.2198870043685847
B003CH2QFU,2026-03-27,0.22065422684118424
B003CH2QFU,2026-03-28,0.22190890231521168
B003CH2QFU,2026-03-29,0.2300056228063485
B003CH2QFU,2026-03-30,0.3170018155317269
B003CH2QFU,2026-03-31,0.25149099654750046
B0059CIMR2,2026-03-02,3.165454553530299
B0059CIMR2,2026-03-03,3.103160993582304
B0059CIMR2,2026-03-04,2.9091689935400007
B0059CIMR2,2026-03-05,2.9045463185788205
B0059CIMR2,2026-03-06,2.817613548418177
B0059CIMR2,2026-03-07,2.8920887982610504
B0059CIMR2,2026-03-08,2.8571097514026755
B0059CIMR2,2026-03-09,2.802586040859544
B0059CIMR2,2026-03-10,2.8074917926328333
B0059CIMR2,2026-03-11,2.7219311429994257
B0059CIMR2,2026-03-12,2.795112389492906
B0059CIMR2,2026-03-13,2.706210660771878
B0059CIMR2,2026-03-14,2.6721270575512093
B0059CIMR2,2026-03-15,2.5696128632006214
B0059CIMR2,2026-03-16,2.5844644113021267
B0059CIMR2,2026-03-17,2.616933830798527
B0059CIMR2,2026-03-18,2.371222593606373
B0059CIMR2,2026-03-19,2.352563313467732
B0059CIMR2,2026-03-20,2.2078969461242384
B0059CIMR2,2026-03-21,2.242258512482342
B0059CIMR2,2026-03-22,2.191065272974049
B0059CIMR2,2026-03-23,2.2587641043026574
B0059CIMR2,2026-03-24,2.3410344689788607
B0059CIMR2,2026-03-25,2.409988046940101
B0059CIMR2,2026-03-26,2.376690719668287
B0059CIMR2,2026-03-27,2.4279353574641442
B0059CIMR2,2026-03-28,2.485957641376391
B0059CIMR2,2026-03-29,2.273343690493752
B0059CIMR2,2026-03-30,2.440823838926773
B0059CIMR2,2026-03-31,2.573689780877026
B0059CIMV8,2026-03-02,5.648372215175959
B0059CIMV8,2026-03-03,4.808328143040604
B0059CIMV8,2026-03-04,4.687932070180289
B0059CIMV8,2026-03-05,4.544306194466584
B0059CIMV8,2026-03-06,4.224452322952847
B0059CIMV8,2026-03-07,4.261299897323094
B0059CIMV8,2026-03-08,4.403908801968278
B0059CIMV8,2026-03-09,4.225934171382809
B0059CIMV8,2026-03-10,4.111077748246602
B0059CIMV8,2026-03-11,4.186776684884981
B0059CIMV8,2026-03-12,3.956217525962786
B0059CIMV8,2026-03-13,3.786521200245652
B0059CIMV8,2026-03-14,3.734478263455012
B0059CIMV8,2026-03-15,3.734537540690632
B0059CIMV8,2026-03-16,3.626044221953745
B0059CIMV8,2026-03-17,3.674361098460519
B0059CIMV8,2026-03-18,3.5199894032895522
B0059CIMV8,2026-03-19,3.399712792380188
B0059CIMV8,2026-03-20,3.2300783985577075
B0059CIMV8,2026-03-21,3.32212075102974
B0059CIMV8,2026-03-22,3.3961103628824776
B0059CIMV8,2026-03-23,3.264596026579091
B0059CIMV8,2026-03-24,3.397663505840054
B0059CIMV8,2026-03-25,3.656957062053433
B0059CIMV8,2026-03-26,3.69375256748322
B0059CIMV8,2026-03-27,3.4422117576134537
B0059CIMV8,2026-03-28,3.405233223153928
B0059CIMV8,2026-03-29,3.4738958663206794
B0059CIMV8,2026-03-30,3.311923855543051
B0059CIMV8,2026-03-31,3.353338158982055
B007HQIAL6,2026-03-02,1.7811189977504427
B007HQIAL6,2026-03-03,2.167971196343397
B007HQIAL6,2026-03-04,1.7445648008587629
B007HQIAL6,2026-03-05,1.5079782786298808
B007HQIAL6,2026-03-06,1.667995477046102
B007HQIAL6,2026-03-07,1.6766226524390795
B007HQIAL6,2026-03-08,1.7020089629750277
B007HQIAL6,2026-03-09,1.8065822951790553
B007HQIAL6,2026-03-10,2.084572602305782
B007HQIAL6,2026-03-11,1.7263318741090032
B007HQIAL6,2026-03-12,1.8704854949860825
B007HQIAL6,2026-03-13,1.8497436620599739
B007HQIAL6,2026-03-14,1.8606901059008654
B007HQIAL6,2026-03-15,1.7872801717718316
B007HQIAL6,2026-03-16,2.010748717387789
B007HQIAL6,2026-03-17,1.9544958245014
B007HQIAL6,2026-03-18,2.2023381278455814
B007HQIAL6,2026-03-19,1.7279610648178472
B007HQIAL6,2026-03-20,1.4560547315075836
B007HQIAL6,2026-03-21,1.5941078166303733
B007HQIAL6,2026-03-22,2.1655514849891038
B007HQIAL6,2026-03-23,2.318290426673505
B007HQIAL6,2026-03-24,2.335693490508107
B007HQIAL6,2026-03-25,2.807456064194926
B007HQIAL6,2026-03-26,1.9488975783205333
B007HQIAL6,2026-03-27,2.0520834874555343
B007HQIAL6,2026-03-28,2.3350670756066454
B007HQIAL6,2026-03-29,2.0839264215874427
B007HQIAL6,2026-03-30,2.479515070017666
B007HQIAL6,2026-03-31,2.4512343094569493
B007OY499S,2026-03-02,0.13061990261709733
B007OY499S,2026-03-03,0.16265248966089166
B007OY499S,2026-03-04,0.19745493146660134
B007OY499S,2026-03-05,0.17891436122898716
B007OY499S,2026-03-06,0.1928379251544921
B007OY499S,2026-03-07,0.18330111683607037
B007OY499S,2026-03-08,0.18516180181058672
B007OY499S,2026-03-09,0.1917276610857915
B007OY499S,2026-03-10,0.19563182362850334
B007OY499S,2026-03-11,0.2188808824122422
B007OY499S,2026-03-12,0.217836937344211
B007OY499S,2026-03-13,0.2431404118386001
B007OY499S,2026-03-14,0.24320045074578744
B007OY499S,2026-03-15,0.2342834341033532
B007OY499S,2026-03-16,0.24462050514506609
B007OY499S,2026-03-17,0.256201904923864
B007OY499S,2026-03-18,0.3045077844039365
B007OY499S,2026-03-19,0.23624751588203902
B007OY499S,2026-03-20,0.23268334545335426
B007OY499S,2026-03-21,0.24155881765838005
B007OY499S,2026-03-22,0.29141195940224
B007OY499S,2026-03-23,0.3054275005281988
B007OY499S,2026-03-24,0.25029649088137434
B007OY499S,2026-03-25,0.2831825351366991
B007OY499S,2026-03-26,0.2303643343720506
B007OY499S,2026-03-27,0.2308305789333822
B007OY499S,2026-03-28,0.23188700084393746
B007OY499S,2026-03-29,0.2419810389217006
B007OY499S,2026-03-30,0.2656520585585965
B007OY499S,2026-03-31,0.2650577065857441
B007OY4HGI,2026-03-02,0.7674044730589563
B007OY4HGI,2026-03-03,0.698495178660268
B007OY4HGI,2026-03-04,0.641308522997248
B007OY4HGI,2026-03-05,0.5867457101966261
B007OY4HGI,2026-03-06,0.6439277325433778
B007OY4HGI,2026-03-07,0.633800438627393
B007OY4HGI,2026-03-08,0.6498777050370742
B007OY4HGI,2026-03-09,0.6003885509250078
B007OY4HGI,2026-03-10,0.6691681574466013
B007OY4HGI,2026-03-11,0.6435420195939325
B007OY4HGI,2026-03-12,0.6261994399084768
B007OY4HGI,2026-03-13,0.6750512556260377
B007OY4HGI,2026-03-14,0.5581941644005998
B007OY4HGI,2026-03-15,0.594036932394596
B007OY4HGI,2026-03-16,0.5452483713886556
B007OY4HGI,2026-03-17,0.5608137329501753
B007OY4HGI,2026-03-18,0.5202730225924923
B007OY4HGI,2026-03-19,0.5845030247086349
B007OY4HGI,2026-03-20,0.5408943177319487
B007OY4HGI,2026-03-21,0.5384362998803235
B007OY4HGI,2026-03-22,0.49784259266971026
B007OY4HGI,2026-03-23,0.5202491338274935
B007OY4HGI,2026-03-24,0.5609496013969809
B007OY4HGI,2026-03-25,0.5005390528632688
B007OY4HGI,2026-03-26,0.5594431841248974
B007OY4HGI,2026-03-27,0.5101373960166167
B007OY4HGI,2026-03-28,0.509619286729624
B007OY4HGI,2026-03-29,0.5019170702236196
B007OY4HGI,2026-03-30,0.5259009248386194
B007OY4HGI,2026-03-31,0.6011304935118778
B007OY4I3U,2026-03-02,1.953488297645889
B007OY4I3U,2026-03-03,1.743971561653492
B007OY4I3U,2026-03-04,1.6637738091604575
B007OY4I3U,2026-03-05,1.5515747567900087
B007OY4I3U,2026-03-06,1.529356135162993
B007OY4I3U,2026-03-07,1.568824892637472
B007OY4I3U,2026-03-08,1.537838826805532
B007OY4I3U,2026-03-09,1.5255016392460639
B007OY4I3U,2026-03-10,1.5649340938342216
B007OY4I3U,2026-03-11,1.4748833560615524
B007OY4I3U,2026-03-12,1.4875436922583525
B007OY4I3U,2026-03-13,1.3994598355216799
B007OY4I3U,2026-03-14,1.3942311542793895
B007OY4I3U,2026-03-15,1.4165757403196821
B007OY4I3U,2026-03-16,1.3401510192010986
B007OY4I3U,2026-03-17,1.3622100854222166
B007OY4I3U,2026-03-18,1.2394645587337771
B007OY4I3U,2026-03-19,1.2626734438646803
B007OY4I3U,2026-03-20,1.2107263676584519
B007OY4I3U,2026-03-21,1.2227954854684968
B007OY4I3U,2026-03-22,1.1483430830573724
B007OY4I3U,2026-03-23,1.1573982912638334
B007OY4I3U,2026-03-24,1.19916678359636
B007OY4I3U,2026-03-25,1.2295697898860465
B007OY4I3U,2026-03-26,1.2593055354908436
B007OY4I3U,2026-03-27,1.1385726417892008
B007OY4I3U,2026-03-28,1.2073721905348977
B007OY4I3U,2026-03-29,1.2065778117603911
B007OY4I3U,2026-03-30,1.292780329236303
B007OY4I3U,2026-03-31,1.3014537925191436
B00EE1EAW0,2026-03-02,4.155925409727611
B00EE1EAW0,2026-03-03,4.032207415661055
B00EE1EAW0,2026-03-04,3.922761261566777
B00EE1EAW0,2026-03-05,4.162732139084441
B00EE1EAW0,2026-03-06,4.273666489727293
B00EE1EAW0,2026-03-07,4.605550384157501
B00EE1EAW0,2026-03-08,4.333953577483902
B00EE1EAW0,2026-03-09,4.306173203489202
B00EE1EAW0,2026-03-10,4.353434553689055
B00EE1EAW0,2026-03-11,4.1131622732126
B00EE1EAW0,2026-03-12,4.419359719762065
B00EE1EAW0,2026-03-13,4.138464579341378
B00EE1EAW0,2026-03-14,3.997929161606162
B00EE1EAW0,2026-03-15,3.7810695056561086
B00EE1EAW0,2026-03-16,3.7052835547802734
B00EE1EAW0,2026-03-17,3.639040800613902
B00EE1EAW0,2026-03-18,3.5010460253314166
B00EE1EAW0,2026-03-19,3.2656621131509813
B00EE1EAW0,2026-03-20,3.1571894468789403
B00EE1EAW0,2026-03-21,3.1719337893167525
B00EE1EAW0,2026-03-22,3.418825781541569
B00EE1EAW0,2026-03-23,3.31106941285536
B00EE1EAW0,2026-03-24,3.4265310992153446
B00EE1EAW0,2026-03-25,3.9046816303327496
B00EE1EAW0,2026-03-26,3.4860186279452
B00EE1EAW0,2026-03-27,3.8590697375359007
B00EE1EAW0,2026-03-28,3.5313358774141363
B00EE1EAW0,2026-03-29,3.485311466695045
B00EE1EAW0,2026-03-30,3.696014273821652
B00EE1EAW0,2026-03-31,3.4702893939032977
B00EE1EBCY,2026-03-02,5.39764470155971
B00EE1EBCY,2026-03-03,5.472979977893815
B00EE1EBCY,2026-03-04,5.2253593524471205
B00EE1EBCY,2026-03-05,5.27781144408732
B00EE1EBCY,2026-03-06,5.194103368024325
B00EE1EBCY,2026-03-07,5.386671585451806
B00EE1EBCY,2026-03-08,5.320771048074205
B00EE1EBCY,2026-03-09,5.248901277816884
B00EE1EBCY,2026-03-10,5.521950972968077
B00EE1EBCY,2026-03-11,5.558843829838456
B00EE1EBCY,2026-03-12,5.735862269855987
B00EE1EBCY,2026-03-13,5.750166143049411
B00EE1EBCY,2026-03-14,5.3934422877008155
B00EE1EBCY,2026-03-15,5.2864388269706195
B00EE1EBCY,2026-03-16,5.2298826590401735
B00EE1EBCY,2026-03-17,5.072534094347268
B00EE1EBCY,2026-03-18,5.023859136254442
B00EE1EBCY,2026-03-19,4.624394699314657
B00EE1EBCY,2026-03-20,4.5751394951529445
B00EE1EBCY,2026-03-21,4.694429182837015
B00EE1EBCY,2026-03-22,4.7341701303554675
B00EE1EBCY,2026-03-23,4.62587445126306
B00EE1EBCY,2026-03-24,4.60212216897722
B00EE1EBCY,2026-03-25,5.082930427033861
B00EE1EBCY,2026-03-26,4.604204210308921
B00EE1EBCY,2026-03-27,4.836889333480046
B00EE1EBCY,2026-03-28,4.732788607829799
B00EE1EBCY,2026-03-29,4.728965215905698
B00EE1EBCY,2026-03-30,4.705864227756279
B00EE1EBCY,2026-03-31,4.703500004688577
B00EE1EDC2,2026-03-02,1.661807450017743
B00EE1EDC2,2026-03-03,1.6716664662316048
B00EE1EDC2,2026-03-04,1.6755721740911267
B00EE1EDC2,2026-03-05,1.7788621173228574
B00EE1EDC2,2026-03-06,1.7233236028571672
B00EE1EDC2,2026-03-07,1.704367661146014
B00EE1EDC2,2026-03-08,1.668582102331994
B00EE1EDC2,2026-03-09,1.6947061889097086
B00EE1EDC2,2026-03-10,1.7465433053895822
B00EE1EDC2,2026-03-11,1.6787384718392602
B00EE1EDC2,2026-03-12,1.8158607374870877
B00EE1EDC2,2026-03-13,1.7158113804298656
B00EE1EDC2,2026-03-14,1.7738290971110087
B00EE1EDC2,2026-03-15,1.731499666339008
B00EE1EDC2,2026-03-16,1.6527270183150375
B00EE1EDC2,2026-03-17,1.5908834357529997
B00EE1EDC2,2026-03-18,1.4204503828044568
B00EE1EDC2,2026-03-19,1.3055530621524176
B00EE1EDC2,2026-03-20,1.1857954189168363
B00EE1EDC2,2026-03-21,1.187744577547037
B00EE1EDC2,2026-03-22,1.3689802112626623
B00EE1EDC2,2026-03-23,1.3903050760650155
B00EE1EDC2,2026-03-24,1.1712238785988465
B00EE1EDC2,2026-03-25,1.4338892365717408
B00EE1EDC2,2026-03-26,1.3257432786784447
B00EE1EDC2,2026-03-27,1.5273092042425296
B00EE1EDC2,2026-03-28,1.5190658976658657
B00EE1EDC2,2026-03-29,1.4734025422155472
B00EE1EDC2,2026-03-30,1.5766124590645059
B00EE1EDC2,2026-03-31,1.4802060333159532
B00EE1EDL8,2026-03-02,1.4010285755579797
B00EE1EDL8,2026-03-03,1.4985708114432705
B00EE1EDL8,2026-03-04,1.4830323463079327
B00EE1EDL8,2026-03-05,1.6157679341271596
B00EE1EDL8,2026-03-06,1.5508838940205751
B00EE1EDL8,2026-03-07,1.7288832635624318
B00EE1EDL8,2026-03-08,1.6787282235488272
B00EE1EDL8,2026-03-09,1.7289393305817522
B00EE1EDL8,2026-03-10,1.710286312439976
B00EE1EDL8,2026-03-11,1.670727889023021
B00EE1EDL8,2026-03-12,1.7175935329733067
B00EE1EDL8,2026-03-13,1.7309418667825451
B00EE1EDL8,2026-03-14,1.5972046114842253
B00EE1EDL8,2026-03-15,1.4628885819249366
B00EE1EDL8,2026-03-16,1.3596881647274974
B00EE1EDL8,2026-03-17,1.4205173837366925
B00EE1EDL8,2026-03-18,1.342819367995753
B00EE1EDL8,2026-03-19,1.1903969017328406
B00EE1EDL8,2026-03-20,1.1089233569684536
B00EE1EDL8,2026-03-21,0.9894980982361857
B00EE1EDL8,2026-03-22,1.2204952792596941
B00EE1EDL8,2026-03-23,1.143064857321642
B00EE1EDL8,2026-03-24,1.121984831716849
B00EE1EDL8,2026-03-25,1.384439643732655
B00EE1EDL8,2026-03-26,1.1338210472238186
B00EE1EDL8,2026-03-27,1.234646548563595
B00EE1EDL8,2026-03-28,1.1075977399777521
B00EE1EDL8,2026-03-29,1.222176856504211
B00EE1EDL8,2026-03-30,1.2102622776533944
B00EE1EDL8,2026-03-31,1.2272228538300378
B00EP9E238,2026-03-02,3.6804631898777496
B00EP9E238,2026-03-03,4.062470951163172
B00EP9E238,2026-03-04,3.5412224289024494
B00EP9E238,2026-03-05,3.525174014599157
B00EP9E238,2026-03-06,3.707879933630944
B00EP9E238,2026-03-07,3.4824587753911422
B00EP9E238,2026-03-08,3.735444512147473
B00EP9E238,2026-03-09,3.6442235430980294
B00EP9E238,2026-03-10,3.7991385166376523
B00EP9E238,2026-03-11,3.2362515973435677
B00EP9E238,2026-03-12,3.3485600583544053
B00EP9E238,2026-03-13,3.7723621535893685
B00EP9E238,2026-03-14,3.323271065264047
B00EP9E238,2026-03-15,3.508684606802422
B00EP9E238,2026-03-16,3.264198834720638
B00EP9E238,2026-03-17,3.1947347202024226
B00EP9E238,2026-03-18,2.8503065811289146
B00EP9E238,2026-03-19,2.9746520199498896
B00EP9E238,2026-03-20,2.7387026228627924
B00EP9E238,2026-03-21,2.5893303006440336
B00EP9E238,2026-03-22,2.5212012741051124
B00EP9E238,2026-03-23,2.7370947704652098
B00EP9E238,2026-03-24,3.373288126808888
B00EP9E238,2026-03-25,3.8439414943751733
B00EP9E238,2026-03-26,3.3920352747924256
B00EP9E238,2026-03-27,3.485856114912741
B00EP9E238,2026-03-28,3.2185205197445805
B00EP9E238,2026-03-29,3.285501053844914
B00EP9E238,2026-03-30,3.186607769117083
B00EP9E238,2026-03-31,3.552230008570535
B00EP9E3EG,2026-03-02,0.22789797690405075
B00EP9E3EG,2026-03-03,0.26193635044921193
B00EP9E3EG,2026-03-04,0.3603402180843556
B00EP9E3EG,2026-03-05,0.29053767397476266
B00EP9E3EG,2026-03-06,0.29402808238916084
B00EP9E3EG,2026-03-07,0.2912325093695089
B00EP9E3EG,2026-03-08,0.3073256116464975
B00EP9E3EG,2026-03-09,0.30478777481611946
B00EP9E3EG,2026-03-10,0.33342840115355915
B00EP9E3EG,2026-03-11,0.3964078403921323
B00EP9E3EG,2026-03-12,0.39792616124056573
B00EP9E3EG,2026-03-13,0.3321090776093227
B00EP9E3EG,2026-03-14,0.34933237828771213
B00EP9E3EG,2026-03-15,0.38957255537413354
B00EP9E3EG,2026-03-16,0.44479517770669913
B00EP9E3EG,2026-03-17,0.49682387113319504
B00EP9E3EG,2026-03-18,0.45222187723180607
B00EP9E3EG,2026-03-19,0.4628855661322843
B00EP9E3EG,2026-03-20,0.39331911192609015
B00EP9E3EG,2026-03-21,0.4507395019189403
B00EP9E3EG,2026-03-22,0.614773752435555
B00EP9E3EG,2026-03-23,0.41484439620726393
B00EP9E3EG,2026-03-24,0.5049073816700658
B00EP9E3EG,2026-03-25,0.7446219424342423
B00EP9E3EG,2026-03-26,0.4893069554668905
B00EP9E3EG,2026-03-27,0.47189980213295407
B00EP9E3EG,2026-03-28,0.7007831514329268
B00EP9E3EG,2026-03-29,0.5745203035665959
B00EP9E3EG,2026-03-30,0.5369192597778828
B00EP9E3EG,2026-03-31,0.7060976434688532
B00IVU68LQ,2026-03-02,3.2882283694002874
B00IVU68LQ,2026-03-03,3.2802528765754273
B00IVU68LQ,2026-03-04,3.0190490236951826
B00IVU68LQ,2026-03-05,2.943804978933979
B00IVU68LQ,2026-03-06,3.112677968315168
B00IVU68LQ,2026-03-07,3.029328575432753
B00IVU68LQ,2026-03-08,3.0241702033556876
B00IVU68LQ,2026-03-09,2.8358783839890656
B00IVU68LQ,2026-03-10,2.8744630430114384
B00IVU68LQ,2026-03-11,2.8009854802284186
B00IVU68LQ,2026-03-12,2.9356411389981467
B00IVU68LQ,2026-03-13,2.9385440442966737
B00IVU68LQ,2026-03-14,2.9206077581793246
B00IVU68LQ,2026-03-15,2.9010294086069415
B00IVU68LQ,2026-03-16,2.7536248444157017
B00IVU68LQ,2026-03-17,2.642556907526939
B00IVU68LQ,2026-03-18,2.4070523803498096
B00IVU68LQ,2026-03-19,2.404224538769611
B00IVU68LQ,2026-03-20,2.236030447023826
B00IVU68LQ,2026-03-21,2.252128770243139
B00IVU68LQ,2026-03-22,2.285513317870175
B00IVU68LQ,2026-03-23,2.215035371665661
B00IVU68LQ,2026-03-24,2.2127308961772534
B00IVU68LQ,2026-03-25,2.2136237165461736
B00IVU68LQ,2026-03-26,2.2443446004688066
